Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
012330000 WHT/BLUE;LENTES P/NADAR SPEEDO BIOFUSE  012330000 WHT/BLUE;550.00;SPEEDO;ACCESORIOS;1;275.00;275.00;28/3/2017;L450.00;
709906526;GORRO P/NADAR SPEEDO PLAIN MULTICOLOR 709906526;250.00;SPEEDO;ACCESORIOS;1;250.00;250.00;30/7/2018;L190.00;
SC3204 453;BALON FUTBALL BRASIL SC3204 453 # 5;850.00;NIKE;ACCESORIOS;1;850.00;850.00;6/6/2018;L790.00;
AC3723 093;BOTE NIKR BLK/GREY AC3723 093 ;650.00;NIKE;ACCESORIOS;1;325.00;325.00;30/6/2017;L590.00;
053468 01;BILLETERA PUMA BMW WALLET BLK 053468 01;650.00;PUMA;ACCESORIOS;1;650.00;650.00;16/8/2018;L590.00;
A1IZL;Z.T FLYROAM WEDGE WHEAT BK/BRW A1IZL # 7;3,250.00;TIMBERLAND;ZAPATO;1;2,925.00;2,925.00;22/7/2018;L2,990.00;
A1CPZ 001;MOCHILA  T CARRY ON LUGGAGE BLACK A1CPZ 001;3,790.00;TIMBERLAND;ACCESORIOS;1;3,222.00;3,222.00;30/10/2018;L3,590.00;
A1QCL;Z.T SAWYER LANE BLACK A1QCL # 7.5;3,190.00;TIMBERLAND;ZAPATO;1;2,711.50;2,711.50;27/9/2018;L2,990.00;
8-113558815;T. DE BAÑO SPEEDO DE CABALLERO BK 8-113558815 # 30;590.00;SPEEDO;ROPA;1;490.00;490.00;4/3/2019;L490.00;
WH58977;T.K. TRIPLE KICK BLUE WH58977 # 5;2,190.00;KEDS;ZAPATO;1;1,990.00;1,990.00;30/11/2018;L1,990.00;
SC3023 367;BALON DE FUTBOL NIKE GREEN SC3023 367 5  ;750.00;NIKE;ACCESORIOS;1;525.00;525.00;8/2/2018;L690.00;
KC245;LOWY BLACK/PINK;590.00;K2C;ROPA;1;590.00;590.00;0/1/1900;L0.00;
NMS37010SL;TOBILLERA NIKE BLCK NMS37010SL # S;350.00;NIKE;ACCESORIOS;1;290.00;290.00;28/7/2018;L290.00;
A1LQJ E23;C. LS BACK RV BRUSHED DARKEST SPR A1LQJ E23 L;1,390.00;TIMBERLAND;ROPA;1;1,290.00;1,290.00;#N/A;#N/A;
12122;T.WHITE LEDGE BLK 12122 #8;3,190.00;TIMBERLAND;ZAPATO;1;3,190.00;3,190.00;22/4/2019;L2,790.00;ESTA BUENO
 A17K9 145;CALCETIN TIMBERLAND MARLED GREY A17K9 145 M;790.00;TIMBERLAND;ACCESORIOS;1;790.00;790.00;17/6/2016;L750.00;
A1ECF J38;CALCETA TIMBERLAND 2PP PATTERN BLUE A1ECF J38;550.00;TIMBERLAND;ACCESORIOS;1;550.00;550.00;31/5/2018;L490.00;
0191486;SPERRY A/O BLK/AMARETTO 0191486 3 10.5;2,990.00;SPERRY TOP SIDER;ZAPATO;1;2,715.00;2,715.00;1/12/2018;L2,790.00;
851865 04;BUZO PUMA ATHLETIC GREY 851865 04 XS;850.00;PUMA;ROPA;1;433.00;433.00;16/8/2018;L750.00;
561398C;T.CONVERSE CTAS CLEAN LIFT OX PURPLE 561398C # 7.5;2,790.00;CONVERSE;ZAPATO;1;2,790.00;2,790.00;4/12/2018;L2,590.00;
AO4403-002;T.N. ZOOM DOMINATION TR 2 GRY/BLK AO4403-002 #7;3,250.00;NIKE;ZAPATO;1;2,762.50;2,762.50;28/11/2018;L2,990.00;
11016-0FL;SANDALIA  CROCS GRAY/ORANGE 11016-0FL # 5;1,450.00;CROCS;SANDALIAS;1;1,390.00;1,390.00;2/3/2019;L1,390.00;
8-09010B860;LENTE NATACIÓN SPEEDO RD 8-09010B860;450.00;SPEEDO;ACCESORIOS;1;450.00;450.00;5/3/2019;L390.00;
BB-912E;BODY SCULTURE SOFT HAND GRIPS BB-912E;250.00;BODY SCULPTURE;ACCESORIOS;1;250.00;250.00;11/6/2018;L230.00;
BP-220-BS;CHALECO P/TROTAR REFLETOR BP-220-BS;250.00;BODY SCULPTURE;ACCESORIOS;1;190.00;190.00;11/6/2018;L190.00;
191273 11;T.P IGNITE FLASH BLACK 191273 11 # 4C;1,690.00;PUMA;ZAPATO;1;1,500.00;1,500.00;30/1/2019;L1,590.00;
SC3023 825;BALON DE FUTBOL NIKE ORANGE # 5 ;750.00;NIKE;ACCESORIOS;1;637.50;637.50;8/2/2018;L690.00;
359854 01;T.PUMA  ELSU V2 AC JR NAVY/BLU 359854 01 # 4C;1,290.00;PUMA;ZAPATO;1;645.00;645.00;9/7/2016;L1,190.00;
852429 03;BUSO. P. ESS SLLLM GRAY 852429 03 # S;1,190.00;PUMA;ROPA;1;476.00;476.00;10/5/2019;L990.00;COBRAR
701232-401;CALCETA PUMA POWERCAT SOCK BLUE/WHT  701232-401 ;290.00;PUMA;ACCESORIOS;1;99.00;99.00;17/11/2015;L250.00;
VN-0EE3NVY;T.VANZ AUTENTIC NAVY/WHT VN-0EE3NVY # 7;1,590.00;VANS;ZAPATO;1;686.96;686.96;16/3/2018;L1,490.00;
8-007282610;T. DE BAÑO SPEEDO NIÑA BLUE 8-007282610 # 24;450.00;SPEEDO;ROPA;1;450.00;450.00;4/3/2019;L390.00;
8-07970C783;T. DE BAÑO SPEEDO NIÑA NAVY 8-07970C783 # 24;590.00;SPEEDO;ROPA;1;590.00;590.00;4/3/2019;L490.00;
709900011;GORRO P/NADAR MOULDED SPEEDO PURPLE 709900011;250.00;SPEEDO;ACCESORIOS;1;250.00;250.00;28/3/2017;L190.00;
801001;MRJ WAGON BLACK 801001 # 6;1,990.00;MR JONES;ZAPATO;1;1,790.00;1,790.00;19/1/2019;L1,790.00;
FOR-1089-BL-S;GUANTE FORTIS BLUE/BLK FOR-1089-BL-S;350.00;FORTIS;ACCESORIOS;1;290.00;290.00;4/3/2019;L290.00;
142270C;T. CONVERSE CT LEAN OX WHTE 142270C # 4;1,450.00;CONVERSE;ZAPATO;1;1,450.00;1,450.00;28/10/2017;L1,290.00;
924339-402;T.N W NIKE FLEX TRAINER PINK 924339-402 # 5;2,490.00;NIKE;ZAPATO;1;2,490.00;2,490.00;30/10/2018;L2,390.00;
074799 05;MOCHILA PUMA ORIGINAL RED 074799 05;990.00;PUMA;ACCESORIOS;1;890.00;890.00;7/6/2018;L890.00;
A1BA5;SANDALIA T SIBBERN BROW A1BA5 # 5.5;1,290.00;TIMBERLAND;SANDALIAS;1;1,290.00;1,290.00;30/6/2017;L0.00;
A1LOV G64;C. LS LIGHTWEIGHT FLANN DARK DENI A1LOV G64 L;1,590.00;TIMBERLAND;ROPA;1;1,590.00;1,590.00;26/11/2018;L1,490.00;
KC248;WAVE RAN WHITE/FUSIA;490.00;K2C;ROPA;1;490.00;490.00;0/1/1900;L0.00;
KC254;BILES BLACK/MAGENTA;490.00;K2C;ROPA;1;490.00;490.00;0/1/1900;L0.00;
KC577;"Wave Black
";690.00;K2C;ROPA;1;690.00;690.00;#N/A;#N/A;
VN000H2VJ1I;VANS G. CLASSIC PATCH RED/RHU VN000H2VJ1I;590.00;VANS;ACCESORIOS;1;501.50;501.50;29/1/2019;L550.00;
KC241;PALEN GRAY/FUSIA;590.00;K2C;ROPA;1;354.00;354.00;0/1/1900;L0.00;
A1KJI;T. KENDRICK CHELSEA  BROW A1KJI # 11;3,790.00;TIMBERLAND;ZAPATO;1;3,490.00;3,490.00;30/10/2018;L3,490.00;
A1QD4;Z.T SAWYER LANE WP BREW A1QD4 # 8.5;2,990.00;TIMBERLAND;ZAPATO;1;2,790.00;2,790.00;22/4/2019;L2,790.00;ESTA BUENO
A1S48 B02;CAMISA LS PLEASANT RIVER OX CELESTE A1S48 B02 S;1,390.00;TIMBERLAND;ROPA;1;1,251.00;1,251.00;25/7/2018;L1,290.00;
A1S48 B68;CAMISA LS PLEASANT RIVER OX BLUE A1S48 B68 S;1,290.00;TIMBERLAND;ROPA;1;1,161.00;1,161.00;26/11/2018;L1,190.00;
8715A;T. EK WOMEN GLANCY 6IN BROW 8715A # 5.5;2,990.00;TIMBERLAND;ZAPATO;1;2,390.00;2,390.00;22/7/2018;L2,890.00;
021915 02;GORRA PUMA NAVY 021915 02;490.00;PUMA;ACCESORIOS;1;490.00;490.00;30/1/2019;L450.00;
366766 01;T.P MUSE MAIA BLACK 366766 01 # 5.5;2,790.00;PUMA;ZAPATO;1;1,490.00;1,490.00;16/8/2018;L2,590.00;
367211 01;SANDALIA PUMA  BLACK 367211 01 # 5.5;850.00;PUMA;SANDALIAS;1;750.00;750.00;16/8/2018;L750.00;
749864 605;T.N CORTEZ NYLON PNK 749864 605 # 5;2,490.00;NIKE;ZAPATO;1;1,490.00;1,490.00;1/6/2018;L2,290.00;
365758 05;SANDALIA PUMA  SUEDE RED 365758 05 # 7;990.00;PUMA;SANDALIAS;1;842.00;842.00;16/8/2018;L950.00;
073933 02;MOCHILA PUMA BMW MOTORPORT NAVY/BLUE 073933 02;1,490.00;PUMA;ACCESORIOS;1;745.00;745.00;8/2/2016;L1,390.00;
STS97049;Z. SPERRY SEACOAST CHEETAH BROWN STS97049 # 5.5;2,100.00;SPERRY TOP SIDER;ZAPATO;1;840.00;840.00;21/11/2016;L1,990.00;
363722 05;T.P SMASH PERF WHITE 363722 05 # 7;1,590.00;PUMA;ZAPATO;1;790.00;790.00;2/6/2018;L1,490.00;
AQU-40777;LENTE AQUATEK  AQU-40777-ASST;250.00;AQUATEK;ACCESORIOS;1;125.00;125.00;2/8/2016;L190.00;
816176919P4A;T.POLO HANFORD CANVAS WTH/NAVY 816176919P4A # 8;1,590.00;POLO RALPH LAUREN;ZAPATO;1;795.00;795.00;13/2/2016;L1,490.00;
FC0152 030;BOTE NIKE BLACK FC0152 030;350.00;NIKE;ACCESORIOS;1;290.00;290.00;28/7/2018;L290.00;
021706 01;GORRA TRUCKER BLACK/GREY 021706 01;450.00;PUMA;ACCESORIOS;1;382.50;382.50;16/8/2018;L390.00;
AJ8799 103;T.N WNS ASHIN MODERN WH/PRP/PNK AJ8799 103 # 5;2,490.00;NIKE;ZAPATO;1;1,990.00;1,990.00;15/8/2018;L2,390.00;
360265 29;SANDALIA PUMA  POPCAT PURPLE 360265 29 # 4;850.00;PUMA;SANDALIAS;1;433.00;433.00;16/8/2018;L750.00;
NMZ07010XL;TOBILLERA NIKE BLK PRO COMBAT NMZ07010XL XL;550.00;NIKE;ACCESORIOS;1;490.00;490.00;28/7/2018;L490.00;
PRO-FBL-300-BLU/WTH;BALON DE FUT PRO-FBL-300-BLU/WTH #3;490.00;PROFLITE;ACCESORIOS;1;490.00;490.00;11/6/2018;L450.00;
SC3201 100;BALON NIKE ENGLAND SC3201 100 # 5;890.00;NIKE;ACCESORIOS;1;720.00;720.00;6/6/2018;L850.00;
A1L60 K70;CAMISA TIMBERLAND SS BRAND TREE WHITE A1L60 K70 S;790.00;TIMBERLAND;ROPA;1;765.00;765.00;31/5/2018;L750.00;
A1PFA;T. SANDSPOINT V BROW # 7.5;2,990.00;TIMBERLAND;ZAPATO;1;2,390.00;2,390.00;16/8/2018;L2,790.00;
818383-001;T. NIKE TANJUN BTV BLACK 818383-001 # 5;1,390.00;NIKE;ZAPATO;1;1,290.00;1,290.00;28/11/2018;L1,290.00;
SX4719 967;MEDIAS NIKE WHT/GREY/BLK SX4719 967 # S;390.00;NIKE;ACCESORIOS;1;350.00;350.00;8/2/2018;L350.00;
021942 02;GORRA PUMA BLACK/RED 021942 02;690.00;PUMA;ACCESORIOS;1;587.00;587.00;30/1/2019;L650.00;
A1QF3;T. FRANKLIN PRK BROW A1QF3 # 7.5;2,990.00;TIMBERLAND;ZAPATO;1;1,495.00;1,495.00;31/5/2018;L2,790.00;
A1L6O K76;SS BRAND TREE LIN RE WHITE TRE A1L6O K76 # XL;790.00;TIMBERLAND;ROPA;1;805.00;805.00;30/10/2018;L690.00;
6815A;Z.T EK FULK OX BROWN OIL BROWN 6815A  # 7;2,290.00;TIMBERLAND;ZAPATO;1;1,717.50;1,717.50;22/7/2018;L2,100.00;
A1IXV;Z.T  NEW TODDLE TRACKS 6 WHEAT A1IXV # 5T;1,650.00;TIMBERLAND;ZAPATO;1;1,266.00;1,266.00;30/10/2018;L1,490.00;
GS0284 101;GUANTE PORTERO NIKE JUNIOR WTH/BLK GS0284 101 # 4;790.00;NIKE;ACCESORIOS;1;395.00;395.00;4/7/2016;L750.00;
008480001;TRAJE DE BAÑO END JAM BOYS BLK 008480001 #32;590.00;SPEEDO;ROPA;1;450.00;450.00;4/3/2019;L450.00;
STS81828;T. SPERRY CLIFFSIDE WHITE STS81828 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;1;1,990.00;1,990.00;28/1/2019;L1,990.00;
7-36CAC0013042;T.LACOSTE LEROND WH 7-36CAC0013042  # 11C;1,690.00;LACOSTE;ZAPATO;1;790.00;790.00;21/8/2018;L1,490.00;
AC3413 100;RODILLERA NIKE VOLLEYBALL WHITE AC3413 100 M/L;850.00;NIKE;ACCESORIOS;1;859.00;859.00;28/7/2018;L790.00;
VN000XSEBLK;VANS CALCETINES BLK VN000XSEBLK;490.00;VANS;ACCESORIOS;1;490.00;490.00;29/1/2019;L450.00;
A1R45;T. TREE SPROUT LACE BOO SPRUCE YELLOW A1R45 # 3.5;1,490.00;TIMBERLAND;ZAPATO;1;1,266.50;1,266.50;30/10/2018;L1,390.00;
A13019;Z.R SL2 BIKE BLK A13019 # 7;2,990.00;ROCKPORT;ZAPATO;1;2,541.50;2,541.50;22/8/2018;L2,790.00;
306242 03;T.P BMW MMS NAVY 306242 03 # 7;2,190.00;PUMA;ZAPATO;1;1,800.00;1,800.00;1/11/2018;L1,990.00;
559906C;T.CONVERSE BLCK GOLD 559906C # 5;1,950.00;CONVERSE;ZAPATO;1;975.00;975.00;24/7/2018;L1,790.00;
812655-607;T. NIKE TANJUN BRGNDY ASH/MTLC 812655-607 # 5;2,190.00;NIKE;ZAPATO;1;1,990.00;1,990.00;28/11/2018;L1,990.00;
749571 100;T.N CORTEZ WHT/BLCK 749571 100 # 6.5;2,490.00;NIKE;ZAPATO;1;1,700.00;1,700.00;15/8/2018;L2,390.00;
021965 01;GORRA PUMA PREMIUM 021965 01 ;490.00;PUMA;ACCESORIOS;1;392.00;392.00;30/1/2019;L450.00;
639666 100;NIKE GORRA RZN GOLF WHT/BLK 639666 100 S;690.00;NIKE;ACCESORIOS;1;200.00;200.00;20/5/2015;L650.00;
WH57304;T.KEDS TRIPLE KICK METALLIC SLVR WH57304 # 9;2,250.00;KEDS;ZAPATO;1;1,125.00;1,125.00;22/12/2017;L1,990.00;
9337020020;PROTECTOR PARA CODO NIKE BLK 9337020020 L;290.00;NIKE;ACCESORIOS;1;200.00;200.00;10/2/2017;L250.00;
NMN04010SM;NIKE PATELLA BAND 2.0 BLK NMN04010SM S/M;490.00;NIKE;ACCESORIOS;1;416.50;416.50;19/2/2018;L450.00;
651639 660;T.N JR MERCURIAL VICT V IC PINK 651639 660 # 10.5C;1,690.00;NIKE;ZAPATO;1;590.00;590.00;3/10/2015;L1,590.00;
8-10845B344;T. DE BAÑO SPEEDO NIÑA BK/PNK 8-10845B344 # 34;690.00;SPEEDO;ROPA;1;790.00;790.00;4/3/2019;L590.00;
WH58506;T.K. TRIPLE RUFFLE CHAMPAGNE WH58506 # 5.5;2,390.00;KEDS;ZAPATO;1;1,190.00;1,190.00;30/11/2018;L2,190.00;
A21G3;T. BROOKLYN FABRIC OX DK GRN A21G3 # 7;2,790.00;TIMBERLAND;ZAPATO;1;2,790.00;2,790.00;22/4/2019;L2,590.00;ESTA BUENO
028394564;LENTES P/NADAR RAPID JR PINK 028394564;390.00;SPEEDO;ACCESORIOS;1;195.00;195.00;28/3/2017;L350.00;
017910004;FLOTADOR ENTREPIERNA ELITE SPEED RED 017910004;590.00;SPEEDO;ACCESORIOS;1;590.00;590.00;30/7/2018;L550.00;
191593 02;T.P IGNITE GREY/ORG 191593 02 # 7;2,190.00;PUMA;ZAPATO;1;1,940.00;1,940.00;5/12/2018;L1,990.00;
851865 56;BUZO PUMA ATHLETIC BLACK 851865 56  XS;790.00;PUMA;ROPA;1;395.00;395.00;16/8/2018;L750.00;
NOBC452518;BOTE NIKE BLCK/PINK NOBC452518;390.00;NIKE;ACCESORIOS;1;0.00;0.00;28/7/2018;L350.00;
SX4120 001;CALSETA NIKE DRI FIT BLACK SX4120 001 # XS;390.00;NIKE;ACCESORIOS;1;350.00;350.00;22/3/2018;L350.00;
631635 102;T.N PRIMO COURT CANVAS WHT 631635 102 # 6;1,890.00;NIKE;ZAPATO;1;1,150.00;1,150.00;1/6/2018;L1,790.00;
073841 09;MANICONERA  P CLASSIC WAIST BAG BLK 073841 09;690.00;PUMA;ACCESORIOS;1;325.00;325.00;10/12/2016;L590.00;
A1BAY;T. CITYBLAZER FL BOT WHITE A1BAY # 7;1,590.00;TIMBERLAND;ZAPATO;1;990.00;990.00;10/5/2017;L0.00;
8-007320001;TRAJE BAÑO SPEEDO CLASSIC BLK/WHT 007320001 # 38;490.00;SPEEDO;ROPA;1;490.00;490.00;4/3/2019;L450.00;
8-09657A318;TR DE BAÑO SPEDFIT BLK/PINK 8-09657A318 # 34;1,490.00;SPEEDO;ROPA;1;745.00;745.00;16/6/2016;L1,390.00;
B-115;FAJA MR JONES REVER  BLK/BROW REV  B-115 40-120;750.00;MR JONES;ACCESORIOS;1;384.00;384.00;4/2/2017;L590.00;
B-116;FAJA MR JONES REVER BLK/BROW B-116  40-120 ;750.00;MR JONES;ACCESORIOS;1;384.00;384.00;4/2/2017;L590.00;
TONE OUT WOLVERINE;GORRA  TONE OUT WOLVERINE BLK/YLLOW;990.00;NEW ERA;ACCESORIOS;1;0.00;0.00;14/6/2014;L792.00;
850814 010;GORRA NIKE BLACK 850814 010;850.00;NIKE;ACCESORIOS;1;723.00;723.00;8/2/2018;L750.00;
749747 111;T.N COURT ROYALE WHITE 749747 111 # 6.5;2,090.00;NIKE;ZAPATO;1;990.00;990.00;29/6/2017;L0.00;
600003;ZAPATO MR JONES SUSY BLACK 600003 # 1;1,290.00;MR JONES;ZAPATO;1;645.00;645.00;14/7/2016;L999.00;
BG QUEST BLACK;SANDALIA BCBG QUEST BLK BG QUEST BLACK # 5.5;1,590.00;BCBG;ZAPATO;1;477.00;477.00;6/7/2015;L1,490.00;
VN0A38HBU3Y;VANS OLD SKOOL BLU/BLK VN0A38HBU3Y # 10.5;1,390.00;VANS;ZAPATO;1;1,251.00;1,251.00;2/2/2019;L1,290.00;
FOR-1086-BL-M;GUANTE FORTIS BLUE/BLK FOR-1086-BL-M;550.00;FORTIS;ACCESORIOS;1;550.00;550.00;4/3/2019;L490.00;
191405 01;T.P ENZO BOLD BLACK 191405 01 # 5C;1,590.00;PUMA;ZAPATO;1;1,373.00;1,373.00;1/11/2018;L1,490.00;
A1NDI;T. KENDRICK CAP TOE OXF TAN BROW A1NDI # 11;3,290.00;TIMBERLAND;ROPA;1;2,697.80;2,697.80;30/10/2018;L2,990.00;
A1NY7;Z.T. FLYROAM TRAIL MID GRAPE/GREEN A1NY7 # 7.5;3,290.00;TIMBERLAND;ZAPATO;1;2,697.80;2,697.80;22/2/2019;L2,990.00;
A1NBH B02;C. LS WELLFLEET STRIPES SKYWAY YD A1NBH B02 L;1,490.00;TIMBERLAND;ROPA;1;1,490.00;1,490.00;26/11/2018;L1,390.00;
A1MB4;Z.T EAGLE BAY LEATHER BO CANTEEN A1MB4 # 7;3,790.00;TIMBERLAND;ZAPATO;1;3,390.00;3,390.00;28/1/2019;L3,390.00;
A1SZW 433;PANTALON PRFLE LK STRCH TWL BLUE A1SZW 433 30X32;1,850.00;TIMBERLAND;ROPA;1;940.00;940.00;21/12/2017;L1,690.00;
A1L6O H79;SS BRAND TREE LIN RE WHITE LIN A1L6O H79 # XL;790.00;TIMBERLAND;ROPA;1;799.00;799.00;30/10/2018;L690.00;
B-081;FAJA  MR JONES BLK/MARRON B-081 # 32/40;890.00;MR JONES;ACCESORIOS;1;454.00;454.00;20/5/2016;L790.00;
A1RHD;T. EURO SPRINT SPORT FORGED IRON GREY A1RHD # 7.5;3,290.00;TIMBERLAND;ZAPATO;1;2,990.00;2,990.00;30/10/2018;L2,990.00;
367323 01;T.P BASKET BOW AC  WHT 367323 01 # 5C;1,390.00;PUMA;ZAPATO;1;590.00;590.00;2/6/2018;L1,250.00;
157664C;T.CONVERSE CTAS GOLD 157664C # 3;1,950.00;CONVERSE;ZAPATO;1;890.00;890.00;24/7/2018;L1,790.00;
A1S3W-B68;C.T PLEASANT GREY A1S3W-B68 # S;1,290.00;TIMBERLAND;ROPA;1;1,290.00;1,290.00;25/7/2018;L1,150.00;
STMS14B002-03;SPERRY MEDIAS NAVY/BLK/WTH STMS14B002 03;490.00;SPERRY TOP SIDER;ACCESORIOS;1;490.00;490.00;#N/A;#N/A;
FOR-SA108;SPORTAID TOBILLO BLK FOR-SA108;350.00;FORTIS;ACCESORIOS;1;350.00;350.00;20/10/2016;L290.00;
FW004495-001;T.FILA DISTRUCUTOR II BLK FW004495-001 # 7;2,590.00;FILA;ZAPATO;1;2,390.00;2,390.00;28/12/2018;L2,390.00;
838937 010;T.N COURT BOROUGH LOW 838937 010 # 6.5;1,790.00;NIKE;ZAPATO;1;790.00;790.00;8/2/2018;L1,590.00;
637382 022;T.N THE OVERPLAY VIII GREY/RED 637382 022 # 7;990.00;NIKE;ZAPATO;1;590.00;590.00;4/2/2017;L0.00;
907255-005;T.N NIKE STAR RUNNER BTV BLK/VOLT 907255-005 # 10C;1,590.00;NIKE;ZAPATO;1;1,351.50;1,351.50;30/10/2018;L1,490.00;
844370 010;T.N ZOOM CLEAR WHITE 844370 010 # 7.5;1,990.00;NIKE;ZAPATO;1;990.00;990.00;1/9/2017;L0.00;
053056 06;PHONE POCKET P SPORT ARMBAND  BLK 053056 06 # S;750.00;PUMA;ACCESORIOS;1;375.00;375.00;10/12/2016;L650.00;
WF56417;T. KEDS CH FOIL DOT NATURAL WF56417 # 5;799.00;KEDS;ZAPATO;1;799.00;799.00;4/2/2017;L0.00;
AQU-40117;LENTE AQUATEK AQU-40117;350.00;AQUATEK;ACCESORIOS;1;280.00;280.00;11/6/2018;L290.00;
928647 494;CAMISETA NIKE RUNNG WMNS BLUE 928647 494 # XS;890.00;NIKE;ROPA;1;445.00;445.00;29/9/2018;L850.00;
928649 010;CAMISETA DAMA BLCK RUNNG 928649 010 # XS;850.00;NIKE;ROPA;1;425.00;425.00;29/9/2018;L790.00;
AQU-AS-02WBLACK;Z,PLAYA AQUASHOES BLK/OR  AQU-AS-02WBLACK # 5;190.00;AQUATEK;ZAPATO;1;199.00;199.00;20/3/2018;L150.00;
AA2185-003;T.N WMNS NIKE VIALE BLK/WHT AA2185-003 # 5;2,190.00;NIKE;ZAPATO;1;2,040.00;2,040.00;30/10/2018;L1,990.00;
724979 009;T.N JUVENATE WT/BK 724979 009 #5;2,590.00;NIKE;ZAPATO;1;2,590.00;2,590.00;24/1/2019;L2,390.00;
STS15318;Z. SPERRY FLEX DECK MESH BLUE STS15318 # 7;990.00;SPERRY TOP SIDER;ZAPATO;1;990.00;990.00;21/3/2017;L0.00;
UM71006PU;Z.KEN COLE BACK TO BASIC BLK UM71006PU # 40;990.00;KENNETH COLE;ZAPATO;1;990.00;990.00;1/9/2017;L0.00;
074165 02;MOCHILA PUMA BLK/GOLD 074165 02;1,150.00;PUMA;ACCESORIOS;1;575.00;575.00;3/7/2017;L1,050.00;
306242 01;T.P BMW  WHITE 306242 01 # 7;2,190.00;PUMA;ZAPATO;1;1,533.50;1,533.50;1/11/2018;L1,990.00;
365139 02;T.P SUEDE HEART JEWEL WHT/PNK 365139 02 # 11C;1,590.00;PUMA;ZAPATO;1;790.00;790.00;17/3/2018;L1,450.00;
NOB1796822;BOTE NIKE GREY NOB1796822;290.00;NIKE;ACCESORIOS;1;290.00;290.00;28/7/2018;L250.00;
PRO-V-303Y;RED DE BOLLEY 30X3X4;690.00;PROFLITE;ACCESORIOS;1;690.00;690.00;4/3/2019;L650.00;
7-37CMA0066454;T.LACOSTE SIDELINEBK/WH 7-37CMA0066454 # 7;2,190.00;LACOSTE;ZAPATO;1;2,190.00;2,190.00;2/3/2019;L1,990.00;
7-36CAI0014216;T.LACOSTE LEROND WH/GLD 7-36CAI0014216 # 5;1,690.00;LACOSTE;ZAPATO;1;290.00;290.00;7/12/2018;L1,490.00;
KC132;WAVE FLEMISH FUSIA;690.00;K2C;ROPA;1;690.00;690.00;0/1/1900;L0.00;
762000C;T.CONVERSE ONE STAR 2V BORDEA 762000C # 6;1,290.00;CONVERSE;ZAPATO;1;690.00;690.00;4/12/2018;L1,190.00;
A1OSW;Z.T. KENDRICK SLIP ON JET BLK A1OSW # 7.5;3,190.00;TIMBERLAND;ZAPATO;1;2,071.50;2,071.50;16/8/2018;L2,990.00;
A161U;T. KENNISTON BROW A161U # 6.5;2,990.00;TIMBERLAND;ZAPATO;1;1,990.00;1,990.00;22/7/2018;L2,890.00;
362188C;T.CONVERSE ONE STAR OX BK/CHERRY 362188C # 11C;1,490.00;CONVERSE;ZAPATO;1;1,490.00;1,490.00;4/12/2018;L1,390.00;
M3310C;T.CONVERSE CHUCK TAYLOR BLACK M3310C # 3;1,550.00;CONVERSE;ZAPATO;1;1,162.50;1,162.50;3/7/2017;L1,450.00;
SC3224 100;BOLON FUTBALL ENGLAND SC3224 100 # 1;590.00;NIKE;ACCESORIOS;1;559.00;559.00;6/6/2018;L550.00;
943091 451;GORRA NIKE SPTCAS NAVY 943091 451;690.00;NIKE;ACCESORIOS;1;690.00;690.00;6/6/2018;L650.00;
KC249;SERENA WHITE;490.00;K2C;ROPA;1;490.00;490.00;0/1/1900;L0.00;
8-10898B572;LENTES NATACÓN SPEEDO BLACK 8-10898B572  ;450.00;SPEEDO;ACCESORIOS;1;382.50;382.50;5/3/2019;L390.00;
367632 03;BASKET HEART SILVER GRAY 367632 03 # 5C;1,390.00;PUMA;ZAPATO;1;990.00;990.00;1/11/2018;L1,290.00;
A1COE B58;MOCHILA  T SLING CAMO BLACK CAMO A1COE B58;1,290.00;TIMBERLAND;ACCESORIOS;1;1,290.00;1,290.00;30/10/2018;L1,190.00;
AR5052-100;C.N. TEE AF1 PACK 2 WHT AR5052-100 # M;850.00;NIKE;ROPA;1;790.00;790.00;15/4/2019;L790.00;ESTA BUENO
AJ8879 100;T.N HAKATA  WHT AJ8879 100 # 6.5;2,190.00;NIKE;ZAPATO;1;1,290.00;1,290.00;1/6/2018;L1,990.00;
618919-022;T.N WMNS BENASSI JDI PRINT BLACK 618919-022 # 5;990.00;NIKE;SANDALIAS;1;990.00;990.00;30/10/2018;L950.00;
7-37CMA0066J18;T.LACOSTE SIDELINE NVY/WHT 7-37CMA0066J18 # 7;2,190.00;LACOSTE;ZAPATO;1;1,990.00;1,990.00;2/3/2019;L1,990.00;
192340 02;T.P RETALIATE NAVY 192340 02 # 7;1,990.00;PUMA;ZAPATO;1;1,800.00;1,800.00;30/1/2019;L1,890.00;
A1S4J 052;CAMISA SS MILLERS RIVER POLO GREY A1S4J 052 S;1,190.00;TIMBERLAND;ROPA;1;0.00;0.00;30/10/2018;L990.00;
A17YV;T. EDGEMONT MOC TOE SIL BROW A17YV # 7.5;2,390.00;TIMBERLAND;ZAPATO;1;2,390.00;2,390.00;30/10/2018;L2,190.00;
CG9737;Z.R SP BLUCHER BRW CG9737 # 10;2,990.00;ROCKPORT;ZAPATO;1;2,790.00;2,790.00;22/8/2018;L2,790.00;
NMS42010MD;MANGA PARA MUSLO BLACK NMS42010MD M;390.00;NIKE;ACCESORIOS;1;390.00;390.00;19/2/2018;L350.00;
